"","date","device","cost","rfi_revenue","clicks","conversions","impressions","month","year"
"8680",2014-07-17,"IPHONE",16852.23151,"85494.56643",50644,2163.5801,38459643,"Jul",2014
"8681",2014-07-21,"UNKNOWN",1134.511132,"2570.300063",395,58819.51,281716,"Jul",2014
"8682",2014-08-03,"WII",0.010618718,"0.02543",0,0,11,"Aug",2014
"8683",2014-08-05,"UNKNOWN",1106.861764,"2622.77142",460,59444.12,255550,"Aug",2014
"8684",2014-08-11,"GOOGLE_GLASS",0.088955782,"0.12953",1,0,41,"Aug",2014
"8685",2014-08-19,"IPAD",25449.18913,"106564.0402",42354,8168.168,43300165,"Aug",2014
"8686",2014-08-20,"KINDLE",2457.487286,"5117.290083",4410,2839.62,1887841,"Aug",2014
"8687",2014-08-26,"NULL",309.6286162,"692.2484687",1892,0.1002,102653,"Aug",2014
"8688",2014-08-26,"ANDROID_MOBILE",39570.79672,"100460.1781",101407,23111.7527,41305836,"Aug",2014
"8689",2014-08-27,"COMPUTER",400607.0228,"896721.2094",206486,1603538.816,424993532,"Aug",2014
"8690",2014-08-27,"XBOX",53.87793587,"173.8516969",6,2,70029,"Aug",2014
"8691",2014-09-04,"KINDLE",2013.856734,"4646.962875",3496,5270.381,1713724,"Sep",2014
"8692",2014-09-18,"BLACKBERRY",557.8120702,"2296.482966",6733,409.4,1310203,"Sep",2014
"8693",2014-11-30,"IPHONE",28458.22689,"163235.1914",189162,24202.7896,69420638,"Nov",2014
"8694",2014-12-11,"NOOK",290.7835423,"748.6562823",689,419.01,303225,"Dec",2014
"8695",2014-12-12,"WINDOWS_MOBILE",2711.214123,"6693.304415",4831,36866.13,2531965,"Dec",2014
"8696",2014-12-14,"IPHONE",25529.43185,"174654.9314",197614,23455.2614,71381791,"Dec",2014
"8697",2014-01-30,"BLACKBERRY_TABLET",804.0713434,"899.2597562",2036,197.25,405334,"Jan",2014
"8698",2014-02-14,"BLACKBERRY_TABLET",652.2005674,"825.5482922",1569,265.11,345233,"Feb",2014
"8699",2014-03-14,"MOBILE",723.6789414,"2528.595088",2002,180.38,950328,"Mar",2014
"8700",2014-04-10,"IPOD",814.6684491,"3906.959669",5387,7.92,1623853,"Apr",2014
"8701",2014-09-10,"IPHONE",19442.49456,"106603.5868",77167,4557.0993,54908285,"Sep",2014
"8702",2014-01-02,"IPHONE",6182.599759,"29121.50991",40930,665.5055,13023349,"Jan",2014
"8703",2014-01-20,"IPAD",14296.97422,"65936.92156",34487,7123.9895,28198187,"Jan",2014
"8704",2014-01-31,"PSP",0.220439063,"1.419865431",1,0,969,"Jan",2014
"8705",2014-02-04,"IPAD",16669.72816,"63299.82908",36754,5711.04,27582878,"Feb",2014
"8706",2014-02-11,"NULL",164.0122498,"1138.392243",1110,23.5,513413,"Feb",2014
"8707",2014-02-11,"ANDROID_MOBILE",18218.23846,"54571.92937",55622,7736.1,25248054,"Feb",2014
"8708",2014-02-12,"COMPUTER",294202.6816,"752821.0236",133567,609297.131,376414731,"Feb",2014
"8709",2014-02-15,"PSP",0.367448227,"2.00116037",0,0,1801,"Feb",2014
"8710",2014-02-18,"ANDROID_TABLET",5357.423212,"13602.13315",12040,2595.65,5950569,"Feb",2014
"8711",2014-03-03,"BLACKBERRY",412.0730055,"1594.671315",1125,37.215,690918,"Mar",2014
"8712",2014-04-22,"GOOGLE_TV",0.046027425,"0.533342",0,1,247,"Apr",2014
"8713",2014-04-22,"PALM",59.71136884,"117.9267799",98,11.05,59190,"Apr",2014
"8714",2014-04-30,"TABLET",0.003494045,"0.00361",0,0,3,"Apr",2014
"8715",2014-05-06,"GOOGLE_TV",29.09903085,"99.20316995",24,29,36651,"May",2014
"8716",2014-05-06,"PALM",51.03712459,"103.3461347",104,4.15,50504,"May",2014
"8717",2014-05-14,"TABLET",0.037023771,"0.075",0,0,31,"May",2014
"8718",2014-05-26,"NOOK",674.6225231,"1830.85892",1115,117.46,717670,"May",2014
"8719",2014-05-27,"WINDOWS_MOBILE",2277.188596,"6936.96404",4388,2249.5,2763059,"May",2014
"8720",2014-05-29,"IPHONE",26856.36246,"121037.9712",86836,2093.92,56134613,"May",2014
"8721",2014-05-31,"WII",0.000396812,"0.00322",0,0,2,"May",2014
"8722",2014-06-15,"WII",0,"0",0,0,1,"Jun",2014
"8723",2014-06-17,"UNKNOWN",49.88779458,"135.4168436",346,258.564,41668,"Jun",2014
"8724",2014-06-23,"GOOGLE_GLASS",0.060085202,"0.1397",0,0,59,"Jun",2014
"8725",2014-07-07,"GOOGLE_GLASS",0.024241809,"0.05352",0,0,25,"Jul",2014
"8726",2014-07-16,"KINDLE",1692.163967,"4058.094205",4096,734.668,1678913,"Jul",2014
"8727",2014-09-18,"BLACKBERRY_TABLET",330.4534311,"374.4541218",1460,83.002,177819,"Sep",2014
"8728",2014-10-03,"GOOGLE_TV",14.83444474,"54.18835908",5,18,17914,"Oct",2014
"8729",2014-10-03,"PALM",25.16983971,"52.20085151",45,50,19667,"Oct",2014
"8730",2014-10-11,"TABLET",0.002194612,"0.00209",0,0,5,"Oct",2014
"8731",2014-10-23,"NOOK",426.7588368,"980.877314",1126,258.66,367194,"Oct",2014
"8732",2014-10-24,"WINDOWS_MOBILE",2979.366203,"8913.876226",3653,66858.2261,2185106,"Oct",2014
"8733",2014-10-26,"IPHONE",16820.82997,"111828.8204",98457,9010.0017,43819401,"Oct",2014
"8734",2014-10-30,"UNKNOWN",19.48840833,"48.9473159",165,209.506,20316,"Oct",2014
"8735",2014-11-07,"NOOK",377.7168354,"944.4290135",844,553.2509,350599,"Nov",2014
"8736",2014-11-08,"WINDOWS_MOBILE",1791.269976,"6064.549981",2750,31971.5141,1855326,"Nov",2014
"8737",2014-11-12,"WII",4.73e-05,"1.00E-05",0,0,2,"Nov",2014
"8738",2014-11-14,"UNKNOWN",17.67265515,"46.56308856",153,239.001,18570,"Nov",2014
"8739",2014-11-20,"GOOGLE_GLASS",0.061523647,"0.056576228",0,0,27,"Nov",2014
"8740",2014-11-28,"IPAD",32281.7272,"125646.9775",89699,33419.1256,52274866,"Nov",2014
"8741",2014-12-04,"GOOGLE_GLASS",0.017474256,"0.03299",0,0,16,"Dec",2014
"8742",2014-12-13,"KINDLE",1530.355929,"3520.91041",3374,3187.313,1332588,"Dec",2014
"8743",2014-12-19,"NULL",90.48231817,"319.5790808",491,3,137835,"Dec",2014
"8744",2014-12-19,"ANDROID_MOBILE",45663.45716,"150044.1215",158919,109766.989,64952493,"Dec",2014
"8745",2014-12-27,"BLACKBERRY",449.6360506,"1298.139517",1388,127.25,682698,"Dec",2014
"8746",2014-01-26,"MOBILE",569.0965545,"1057.698678",1075,94.31,424545,"Jan",2014
"8747",2014-02-22,"IPOD",851.1564121,"5537.922044",6493,12.035,2087605,"Feb",2014
"8748",2014-03-06,"IPOD",727.0650372,"3988.764515",3410,17.03,1705383,"Mar",2014
"8749",2014-04-11,"ANDROID_TABLET",8160.038598,"18862.77051",16420,2124.375,7781923,"Apr",2014
"8750",2014-07-20,"WINDOWS_MOBILE",1664.721128,"4566.070762",3310,22065.407,1970826,"Jul",2014
"8751",2014-07-22,"IPHONE",16866.79304,"81036.20088",71396,2215.3852,36304860,"Jul",2014
"8752",2014-08-03,"NOOK",833.9469662,"1502.788847",1053,529.583,526326,"Aug",2014
"8753",2014-08-04,"WINDOWS_MOBILE",1738.98321,"4788.733762",2794,6987.114,1765095,"Aug",2014
"8754",2014-08-06,"IPHONE",16405.14352,"67325.69193",82098,2873.2171,29590317,"Aug",2014
"8755",2014-08-10,"UNKNOWN",2184.632581,"4945.021571",492,228441.826,538480,"Aug",2014
"8756",2014-08-24,"IPAD",31875.42736,"121170.269",58495,8960.141,50939320,"Aug",2014
"8757",2014-08-31,"NULL",304.6118194,"674.0925142",3389,0,99247,"Aug",2014
"8758",2014-08-31,"ANDROID_MOBILE",39195.26059,"90304.20373",251852,38646.9962,49169819,"Aug",2014
"8759",2014-09-08,"IPAD",25206.06459,"95386.91546",38098,11390.1635,40267033,"Sep",2014
"8760",2014-09-15,"NULL",81.27437135,"255.9387188",655,2.0004,45173,"Sep",2014
"8761",2014-09-15,"ANDROID_MOBILE",29477.91362,"104322.0267",117427,17939.5877,48584928,"Sep",2014
"8762",2014-09-16,"COMPUTER",358256.4375,"955818.5425",246054,1900780.588,458915560,"Sep",2014
"8763",2014-09-16,"XBOX",30.85000787,"158.1897118",8,10.5,63218,"Sep",2014
"8764",2014-09-19,"PSP",13.57879782,"72.46631232",56,2,42765,"Sep",2014
"8765",2014-09-23,"BLACKBERRY",632.9451855,"2611.912656",9333,305.14,1328646,"Sep",2014
"8766",2014-01-01,"KINDLE",0.113750784,"0.74293",0,0,286,"Jan",2014
"8767",2014-01-07,"NULL",371.5308442,"2931.187396",3979,23.6,1364915,"Jan",2014
"8768",2014-01-07,"ANDROID_MOBILE",12369.98938,"41103.18435",39761,3594.1655,18002562,"Jan",2014
"8769",2014-01-08,"COMPUTER",220497.2078,"551478.1104",101508,506916.159,276568028,"Jan",2014
"8770",2014-01-15,"BLACKBERRY",249.2201703,"1431.080718",1036,24.01,685130,"Jan",2014
"8771",2014-03-03,"BLACKBERRY_TABLET",547.2980948,"803.4690321",1548,162.77,283314,"Mar",2014
"8772",2014-03-18,"GOOGLE_TV",0.040186579,"0.55421",0,0,247,"Mar",2014
"8773",2014-03-18,"PALM",93.57949925,"179.7537796",120,36.1,73675,"Mar",2014
"8774",2014-03-26,"TABLET",4.396007427,"12.44969",21,0,4956,"Mar",2014
"8775",2014-04-03,"MOBILE",625.6233976,"2654.405305",1923,105.66,1005725,"Apr",2014
"8776",2014-04-27,"WII",0.000653507,"0.0041",0,0,2,"Apr",2014
"8777",2014-04-29,"UNKNOWN",18.83189658,"54.75602101",69,86,20814,"Apr",2014
"8778",2014-05-19,"GOOGLE_GLASS",0.031858312,"0.05644",0,0,23,"May",2014
"8779",2014-05-28,"KINDLE",2582.308322,"6617.847197",3290,863.74,2594180,"May",2014
"8780",2014-09-26,"IPOD",753.7328532,"3926.046015",5223,346.6,1696574,"Sep",2014
"8781",2014-10-16,"GOOGLE_GLASS",0.213577592,"0.30937",0,0,101,"Oct",2014
"8782",2014-10-25,"KINDLE",1735.701273,"4105.143181",4687,5032.254,1518858,"Oct",2014
"8783",2014-11-09,"KINDLE",1421.936942,"4044.890712",3137,5542.874,1492662,"Nov",2014
"8784",2014-12-27,"BLACKBERRY_TABLET",107.4202331,"152.7856153",183,36,65945,"Dec",2014
"8785",2014-01-18,"IPOD",15.54172081,"7.13707",50,0,781,"Jan",2014
"8786",2014-02-20,"PSP",31.97036256,"162.3574426",50,5,81963,"Feb",2014
"8787",2014-02-23,"ANDROID_TABLET",5898.325514,"14374.53529",12776,2516.425,6776724,"Feb",2014
"8788",2014-03-01,"COMPUTER",254931.2203,"606590.4742",110268,917489.815,304454738,"Mar",2014
"8789",2014-03-01,"XBOX",15.89480256,"62.58853722",5,0,29316,"Mar",2014
"8790",2014-03-04,"PSP",34.659257,"181.217968",39,4,90827,"Mar",2014
"8791",2014-03-07,"ANDROID_TABLET",6983.623366,"15243.90135",12934,2500.11,6770124,"Mar",2014
"8792",2014-05-11,"GOOGLE_TV",38.4191349,"135.6053206",19,92.2,50705,"May",2014
"8793",2014-05-11,"PALM",48.96374258,"107.562252",104,14.1,55665,"May",2014
"8794",2014-05-31,"NOOK",552.6914246,"1590.26201",801,136.3,596483,"May",2014
"8795",2014-06-03,"TABLET",0.00853314,"0.01445",0,0,6,"Jun",2014
"8796",2014-06-15,"NOOK",776.2044982,"1896.059099",1201,147.5,844847,"Jun",2014
"8797",2014-06-16,"WINDOWS_MOBILE",2186.021111,"6152.876362",4261,3398.76,2758094,"Jun",2014
"8798",2014-06-18,"IPHONE",30013.94718,"114536.6741",139072,2592.64,58886063,"Jun",2014
"8799",2014-06-22,"UNKNOWN",58.26617944,"192.8525785",243,478.21,55337,"Jun",2014
"8800",2014-07-04,"WII",0.004010495,"0.02361",0,0,13,"Jul",2014
"8801",2014-07-06,"UNKNOWN",1332.054566,"3363.143888",380,56145.05,339433,"Jul",2014
"8802",2014-07-12,"GOOGLE_GLASS",0.009842816,"0.059",0,0,23,"Jul",2014
"8803",2014-07-21,"KINDLE",1755.913786,"3842.360792",3009,1453.7701,1473159,"Jul",2014
"8804",2014-07-27,"NULL",51.24147491,"180.4189473",886,0.1,72279,"Jul",2014
"8805",2014-07-27,"ANDROID_MOBILE",25488.63281,"64546.37428",68351,20456.1639,29201314,"Jul",2014
"8806",2014-07-28,"COMPUTER",360283.222,"797025.252",252637,2015008.243,428759952,"Jul",2014
"8807",2014-07-28,"XBOX",40.07466129,"117.223056",11,2.21,43594,"Jul",2014
"8808",2014-08-05,"KINDLE",3126.58797,"6816.137078",7620,3132.8962,2523084,"Aug",2014
"8809",2014-08-19,"BLACKBERRY",459.196344,"2371.462931",1469,320.12,1191991,"Aug",2014
"8810",2014-09-23,"BLACKBERRY_TABLET",337.5439743,"459.5555716",1412,67.004,178495,"Sep",2014
"8811",2014-10-31,"IPHONE",21060.18036,"99934.36377",82780,7002.8775,38150733,"Oct",2014
"8812",2014-11-12,"NOOK",399.2622031,"1002.62237",733,470.25,377329,"Nov",2014
"8813",2014-11-13,"WINDOWS_MOBILE",2688.4038,"7036.562041",3226,87385.406,2375657,"Nov",2014
"8814",2014-11-15,"IPHONE",17427.23576,"108909.3161",91235,18317.3759,44537868,"Nov",2014
"8815",2014-12-03,"UNKNOWN",104.9250797,"176.3003039",1237,21.33,28591,"Dec",2014
"8816",2014-12-17,"IPAD",25563.09613,"92427.63352",51062,38161.246,37456758,"Dec",2014
"8817",2014-12-24,"NULL",43.78059979,"218.0183636",895,5.001,104488,"Dec",2014
"8818",2014-12-24,"ANDROID_MOBILE",36013.1876,"122608.6612",213724,33762.9045,58488247,"Dec",2014
"8819",2014-12-25,"COMPUTER",489262.7907,"1169845.706",203053,2986628.355,441120031,"Dec",2014
"8820",2014-12-25,"XBOX",48.506871,"124.1744386",22,97,56871,"Dec",2014
"8821",2014-12-28,"PSP",7.952796308,"33.8729404",16,4,19290,"Dec",2014
"8822",2014-01-15,"BLACKBERRY_TABLET",529.5958629,"797.8376745",1518,225.01,355214,"Jan",2014
"8823",2014-01-31,"MOBILE",416.5101196,"791.7751602",723,62.64,314962,"Jan",2014
"8824",2014-02-15,"MOBILE",266.6608694,"818.2193388",684,50.38,335626,"Feb",2014
"8825",2014-03-11,"IPOD",806.486305,"4634.850927",4130,28.18,1953935,"Mar",2014
"8826",2014-08-11,"IPHONE",15310.69997,"82418.93914",84306,1765.5314,36727803,"Aug",2014
"8827",2014-09-13,"IPAD",28829.13592,"136113.3934",55817,11615.6978,54370408,"Sep",2014
"8828",2014-09-20,"NULL",63.20966378,"137.273279",564,0,28427,"Sep",2014
"8829",2014-09-20,"ANDROID_MOBILE",33517.68864,"112337.0634",184728,26496.6839,55502843,"Sep",2014
"8830",2014-09-21,"COMPUTER",283805.6584,"805954.772",259038,1331533.03,423670235,"Sep",2014
"8831",2014-09-21,"XBOX",79.99542201,"319.4381031",36,3,116338,"Sep",2014
"8832",2014-09-24,"PSP",10.2743028,"54.40908971",18,1,24600,"Sep",2014
"8833",2014-09-27,"ANDROID_TABLET",9476.459202,"23399.78846",31170,3841.1831,10849302,"Sep",2014
"8834",2014-01-05,"IPAD",8194.007697,"43041.72509",34153,9810.5425,18332389,"Jan",2014
"8835",2014-01-12,"NULL",583.7098626,"5790.323151",3512,13.2,2620713,"Jan",2014
"8836",2014-01-12,"ANDROID_MOBILE",12448.36775,"43179.15907",34439,4473.917,18918228,"Jan",2014
"8837",2014-01-13,"COMPUTER",225752.5706,"628095.1219",108059,513123.932,289143563,"Jan",2014
"8838",2014-01-16,"PSP",0.370921355,"2.324787357",0,0,1540,"Jan",2014
"8839",2014-01-19,"ANDROID_TABLET",5190.740457,"14887.8529",19352,5939.595,6739098,"Jan",2014
"8840",2014-01-20,"BLACKBERRY",377.2795216,"1711.960901",769,14,774181,"Jan",2014
"8841",2014-02-04,"BLACKBERRY",303.3639319,"1247.64849",859,25.73,560847,"Feb",2014
"8842",2014-03-23,"GOOGLE_TV",0.135452629,"0.137076",0,0,80,"Mar",2014
"8843",2014-03-23,"PALM",103.064249,"229.8671348",158,16.1,108417,"Mar",2014
"8844",2014-03-31,"TABLET",4.104011114,"10.24212",26,1,3891,"Mar",2014
"8845",2014-04-07,"GOOGLE_TV",0.0385015,"0.391458",0,0,232,"Apr",2014
"8846",2014-04-07,"PALM",64.50834851,"150.1103602",107,16.2,62414,"Apr",2014
"8847",2014-04-15,"TABLET",0.013493971,"0.04524",0,0,17,"Apr",2014
"8848",2014-04-27,"NOOK",771.5900618,"1692.992838",1197,122.32,625533,"Apr",2014
"8849",2014-04-28,"WINDOWS_MOBILE",2113.19899,"5623.146769",2910,1495.51,2473116,"Apr",2014
"8850",2014-05-18,"UNKNOWN",15.9190414,"44.24280328",792,170.45,19138,"May",2014
"8851",2014-05-24,"GOOGLE_GLASS",0.033803578,"0.10177",0,0,33,"May",2014
"8852",2014-06-08,"GOOGLE_GLASS",0.157351361,"0.20872",0,0,79,"Jun",2014
"8853",2014-06-17,"KINDLE",2784.082575,"7112.002418",7839,2707.105,2770626,"Jun",2014
"8854",2014-08-19,"BLACKBERRY_TABLET",267.3645889,"382.9133659",770,116.165,130116,"Aug",2014
"8855",2014-09-19,"MOBILE",254.5437298,"1163.493628",2669,259.333,941662,"Sep",2014
"8856",2014-10-08,"NOOK",410.2569243,"1070.2021",1001,145.7,391739,"Oct",2014
"8857",2014-10-09,"WINDOWS_MOBILE",2382.38507,"7747.274646",2994,125492.534,2070284,"Oct",2014
"8858",2014-10-15,"UNKNOWN",328.9389368,"328.1331155",1034,330.6,66749,"Oct",2014
"8859",2014-10-21,"GOOGLE_GLASS",0.034379582,"0.15382",0,0,93,"Oct",2014
"8860",2014-10-29,"IPAD",24791.92372,"99884.6609",55138,23375.3443,38860539,"Oct",2014
"8861",2014-10-30,"KINDLE",1658.326877,"3471.377048",3153,2611.6052,1249744,"Oct",2014
"8862",2014-11-05,"GOOGLE_GLASS",0.023462231,"0.06087",0,0,18,"Nov",2014
"8863",2014-11-14,"KINDLE",1584.556197,"3627.769098",2370,2141.8401,1398426,"Nov",2014
"8864",2014-11-28,"BLACKBERRY",394.6391976,"1411.369486",2143,114.111,933720,"Nov",2014
"8865",2014-01-23,"IPOD",1.901762588,"1.46015",13,0,373,"Jan",2014
"8866",2014-02-07,"IPOD",0.029365448,"0.14558",0,0,59,"Feb",2014
"8867",2014-03-12,"ANDROID_TABLET",8771.536866,"19192.50263",15320,2809.564,8427565,"Mar",2014
"8868",2014-06-20,"NOOK",614.3244103,"1383.700767",1110,95.532,569972,"Jun",2014
"8869",2014-06-21,"WINDOWS_MOBILE",1844.839922,"4985.54354",4008,3636.4,2199009,"Jun",2014
"8870",2014-06-23,"IPHONE",42093.29908,"137009.1863",171172,3952.458,65809068,"Jun",2014
"8871",2014-07-04,"NOOK",431.455208,"1102.706594",715,94.314,404719,"Jul",2014
"8872",2014-07-05,"WINDOWS_MOBILE",1054.207878,"4080.534728",2433,2564.434,1737959,"Jul",2014
"8873",2014-07-07,"IPHONE",15412.25261,"72749.09296",92118,1909.997,31068748,"Jul",2014
"8874",2014-07-11,"UNKNOWN",1185.614245,"1790.24151",401,67083.1,178309,"Jul",2014
"8875",2014-07-25,"IPAD",25102.88215,"106547.9877",56671,7744.0569,46229819,"Jul",2014
"8876",2014-08-01,"GOOGLE_GLASS",0.105694909,"0.16649",2,0,70,"Aug",2014
"8877",2014-08-09,"IPAD",28850.63496,"123599.5462",55727,8983.96,49662223,"Aug",2014
"8878",2014-08-10,"KINDLE",2982.724468,"6655.858028",7279,3106.06,2369728,"Aug",2014
"8879",2014-08-16,"NULL",227.7059023,"479.5490236",1663,0.005,127776,"Aug",2014
"8880",2014-08-16,"ANDROID_MOBILE",33206.16071,"91078.2566",108655,19036.6644,36468226,"Aug",2014
"8881",2014-08-17,"COMPUTER",332005.3598,"736191.844",146706,1530959.482,349376318,"Aug",2014
"8882",2014-08-17,"XBOX",51.41657838,"181.7427235",18,2.04,76964,"Aug",2014
"8883",2014-08-24,"BLACKBERRY",470.5639029,"2032.07625",1366,337.801,1012528,"Aug",2014
"8884",2014-09-08,"BLACKBERRY",547.1763896,"2657.027687",2277,250.45,1297157,"Sep",2014
"8885",2014-11-20,"IPHONE",23515.8353,"139259.1293",111267,13614.7711,56015019,"Nov",2014
"8886",2014-12-01,"NOOK",360.378441,"989.7005681",943,416.721,378766,"Dec",2014
"8887",2014-12-02,"WINDOWS_MOBILE",2730.107854,"7817.048762",3443,49706.47,2419442,"Dec",2014
"8888",2014-12-04,"IPHONE",21758.12955,"141133.5269",158308,14736.567,58298969,"Dec",2014
"8889",2014-12-22,"IPAD",23272.76784,"79187.1614",57114,24977.877,33886026,"Dec",2014
"8890",2014-12-30,"COMPUTER",337881.2461,"759090.8288",202390,2175039.943,373431184,"Dec",2014
"8891",2014-12-30,"XBOX",31.14679501,"101.8340838",12,98.01,45169,"Dec",2014
"8892",2014-01-20,"BLACKBERRY_TABLET",626.3370988,"964.4219572",1684,311.59,385133,"Jan",2014
"8893",2014-02-04,"BLACKBERRY_TABLET",616.6660756,"866.3165951",1649,1554.08,400014,"Feb",2014
"8894",2014-02-19,"GOOGLE_TV",20.80405817,"67.634281",15,11.16,25267,"Feb",2014
"8895",2014-02-19,"PALM",51.90998972,"115.4473897",84,11.81,51182,"Feb",2014
"8896",2014-02-20,"MOBILE",412.0118967,"2049.546743",1472,84.3,871678,"Feb",2014
"8897",2014-02-27,"TABLET",74.00004629,"204.9588718",179,18.01,86094,"Feb",2014
"8898",2014-03-04,"MOBILE",314.7808321,"1659.461561",1273,296.54,688688,"Mar",2014
"8899",2014-03-28,"WII",0.081,"0.03043",0,0,24,"Mar",2014
"8900",2014-04-29,"KINDLE",2021.28166,"4787.023545",3198,962.231,2002968,"Apr",2014
"8901",2014-08-27,"IPOD",1011.364825,"4484.921391",6978,109.909,1875078,"Aug",2014
"8902",2014-11-28,"BLACKBERRY_TABLET",194.6355122,"236.5457123",371,768.001,85706,"Nov",2014
"8903",2014-12-28,"MOBILE",328.3879764,"604.7924559",868,124.524,358130,"Dec",2014
"8904",2014-01-10,"IPAD",11594.47671,"49045.66268",33231,7205.055,20230067,"Jan",2014
"8905",2014-01-21,"PSP",0.22732842,"2.194360671",0,0.01,1462,"Jan",2014
"8906",2014-01-24,"ANDROID_TABLET",8161.98671,"18359.58376",20690,2578.24,8261171,"Jan",2014
"8907",2014-02-01,"NULL",422.3835273,"3677.62243",2261,144,1603285,"Feb",2014
"8908",2014-02-01,"ANDROID_MOBILE",14389.15216,"42566.16586",61624,5820.525,19066416,"Feb",2014
"8909",2014-02-02,"COMPUTER",217880.4262,"523532.4566",98138,649552.507,231253357,"Feb",2014
"8910",2014-02-05,"PSP",0.37402682,"2.663513959",0,0,1822,"Feb",2014
"8911",2014-02-08,"ANDROID_TABLET",7496.007591,"16347.09969",16835,5981.33,7579920,"Feb",2014
"8912",2014-04-12,"GOOGLE_TV",0.077860785,"0.489258",0,0,223,"Apr",2014
"8913",2014-04-12,"PALM",79.3138855,"171.8622402",114,11.16,74065,"Apr",2014
"8914",2014-04-20,"TABLET",0.001231218,"0.00845",0,0,2,"Apr",2014
"8915",2014-05-04,"TABLET",0.019456624,"0.0439",0,0,15,"May",2014
"8916",2014-05-16,"NOOK",471.4536015,"1299.907125",693,62.835,500827,"May",2014
"8917",2014-05-17,"WINDOWS_MOBILE",1626.132592,"6006.741148",2453,2250.75,2517653,"May",2014
"8918",2014-05-19,"IPHONE",14449.38137,"82074.3136",58202,2454.555,36757933,"May",2014
"8919",2014-05-23,"UNKNOWN",221.2309146,"39.86174148",50,94,172549,"May",2014
"8920",2014-06-07,"UNKNOWN",21.95666078,"44.47323561",146,538,15789,"Jun",2014
"8921",2014-06-13,"GOOGLE_GLASS",2.951742861,"0.31181",1,0,110,"Jun",2014
"8922",2014-06-22,"KINDLE",2442.86285,"7716.199652",9741,3870.519,2906243,"Jun",2014
"8923",2014-06-28,"NULL",301.4444732,"309.6003586",1073,0.01,127134,"Jun",2014
"8924",2014-06-28,"ANDROID_MOBILE",32452.14822,"90129.41719",86102,7726.869,42200000,"Jun",2014
"8925",2014-06-29,"COMPUTER",505121.9229,"1083321.408",172588,2754343.4,517820957,"Jun",2014
"8926",2014-06-29,"XBOX",95.71487356,"318.1745325",30,1.6,126268,"Jun",2014
"8927",2014-07-06,"KINDLE",1552.297604,"4320.31581",2994,569.963,1649981,"Jul",2014
"8928",2014-08-24,"BLACKBERRY_TABLET",313.0119677,"410.5049451",847,116.026,144121,"Aug",2014
"8929",2014-09-08,"BLACKBERRY_TABLET",331.5811428,"484.0696114",1069,129.055,177011,"Sep",2014
"8930",2014-09-24,"MOBILE",309.4411628,"1394.215002",2625,449.6301,827922,"Sep",2014
"8931",2014-10-01,"TABLET",0.0034486,"0.04018",0,0,26,"Oct",2014
"8932",2014-10-13,"NOOK",407.4048636,"1150.065022",1524,138.76,401443,"Oct",2014
"8933",2014-10-14,"WINDOWS_MOBILE",2750.087358,"8370.779661",3406,154610.4794,2192867,"Oct",2014
"8934",2014-10-16,"IPHONE",15787.51521,"108361.0207",92905,8430.7797,44170208,"Oct",2014
"8935",2014-10-20,"UNKNOWN",65.5730398,"196.3368212",415,382,62666,"Oct",2014
"8936",2014-11-04,"UNKNOWN",14.11199272,"38.56680415",100,240.875,13912,"Nov",2014
"8937",2014-11-10,"GOOGLE_GLASS",0.03088171,"0.0443",0,0,23,"Nov",2014
"8938",2014-11-18,"IPAD",28903.4647,"109043.9329",49223,47595.3558,42807222,"Nov",2014
"8939",2014-11-25,"NULL",167.8632963,"427.5403458",866,8.01,147569,"Nov",2014
"8940",2014-11-25,"ANDROID_MOBILE",46100.597,"173972.3153",155247,112017.4952,68896085,"Nov",2014
"8941",2014-11-26,"COMPUTER",501968.4208,"1114559.909",164256,3403232.983,471049871,"Nov",2014
"8942",2014-11-26,"XBOX",41.10938468,"179.276746",10,0.5,72735,"Nov",2014
"8943",2014-11-29,"PSP",5.987488483,"20.51726866",13,0,8513,"Nov",2014
"8944",2014-12-03,"KINDLE",1242.540609,"3245.889443",3540,9347.897,1217770,"Dec",2014
"8945",2014-12-09,"NULL",69.46750034,"351.0944919",625,3.01,151218,"Dec",2014
"8946",2014-12-09,"ANDROID_MOBILE",34454.88745,"151705.6524",123666,118382.0191,60291627,"Dec",2014
"8947",2014-12-17,"BLACKBERRY",428.2923,"1499.357028",1577,139.924,722853,"Dec",2014
"8948",2014-01-16,"MOBILE",267.7668676,"865.2041773",596,79,351861,"Jan",2014
"8949",2014-02-12,"IPOD",0.115795621,"0.59137",1,0,219,"Feb",2014
"8950",2014-04-01,"ANDROID_TABLET",6795.570492,"13808.72227",12767,1563.99,6080736,"Apr",2014
"8951",2014-07-10,"WINDOWS_MOBILE",1532.894527,"4900.397547",3297,8189.758,1914946,"Jul",2014
"8952",2014-07-12,"IPHONE",16582.8514,"74524.38055",68419,3247.489,33186037,"Jul",2014
"8953",2014-07-30,"IPAD",27032.02949,"103648.3682",49966,9763.7594,44519814,"Jul",2014
"8954",2014-08-14,"IPAD",28094.15302,"110744.3638",44544,7663.7001,43012781,"Aug",2014
"8955",2014-08-21,"NULL",274.478551,"520.2311647",1633,2.0002,80660,"Aug",2014
"8956",2014-08-21,"ANDROID_MOBILE",41364.73704,"97838.7604",107623,16884.3621,40731899,"Aug",2014
"8957",2014-08-22,"COMPUTER",373020.7028,"807103.5357",153569,1465109.356,387072908,"Aug",2014
