date,device,cost,rfi_revenue,clicks,conversions,impressions
20140922,IPAD,27476.94251,129428.3998,52009,9657.0749,60494391
20140930,COMPUTER,472467.2789,864951.6999,220548,1882808.363,445155582
20140930,XBOX,43.34407945,148.3674251,9,25.5,55381
20140114,IPAD,11663.03765,48329.14398,35101,6798.397,20392828
20140121,NULL,439.2282734,3377.570135,3162,0,1789039
20140121,ANDROID_MOBILE,13635.866,45105.69946,38279,5335.4525,20004313
20140122,COMPUTER,257952.945,675105.5582,116487,669841.99,328627268
20140125,PSP,0.217083602,1.997903822,0,0,1404
20140128,ANDROID_TABLET,9101.006719,19632.30411,20044,2290.82,8522667
20140205,NULL,328.7194223,2692.156899,1415,42,1242696
20140205,ANDROID_MOBILE,15878.76024,47562.17977,46411,6384.89,21961844
20140206,COMPUTER,274624.035,718534.0102,117083,525208.784,341332277
20140209,PSP,0.632054158,3.265700075,0,0,2156
20140213,BLACKBERRY,258.0306063,1360.771524,953,19.78,642425
20140401,BLACKBERRY_TABLET,791.2043291,908.5591485,1971,383.47,365223
20140416,GOOGLE_TV,0.080725008,0.48489,0,0,253
20140416,PALM,49.67156873,98.81786703,70,10.2,47814
20140424,TABLET,0.015572774,0.04141,0,0,17
20140501,MOBILE,255.886492,990.8111335,774,267.6,407013
20140508,TABLET,0.006231511,0.06917,0,0,21
20140525,WII,3.55E-05,0.00238,0,0,2
20140527,UNKNOWN,213.8994622,48.96796219,40,146,158514
20140609,WII,0,0,0,0,2
20140617,GOOGLE_GLASS,0.058408121,0.15207,0,0,69
20140626,KINDLE,2112.690471,4801.643796,4576,583.029,2016116
20140828,BLACKBERRY_TABLET,247.5485391,392.5223474,735,108.11,125067
20140928,MOBILE,276.9461727,1434.659881,3951,384,890011
20141005,TABLET,0.000237399,0.00579,0,0,3
20141017,NOOK,384.828453,981.8228551,1165,283.65,367275
20141018,WINDOWS_MOBILE,2968.160986,8778.642794,3625,83889.782,2208646
20141022,WII,0.000275013,0,0,0,1
20141024,UNKNOWN,34.91217236,163.7811185,494,237.003,42965
20141030,GOOGLE_GLASS,0.057499302,0.06554,0,0,22
20141106,WII,0,2.00E-05,0,0,2
20141108,UNKNOWN,38.19880596,150.8900287,815,497,52081
20141114,GOOGLE_GLASS,0.028319767,0.12564,0,0,65
20141123,KINDLE,3120.230551,5640.49515,5759,3144.8531,2207140
20141129,NULL,86.40472209,298.0783982,508,8,111550
20141129,ANDROID_MOBILE,36797.86228,112670.7699,125804,84974.8347,45159027
20141207,KINDLE,1738.996444,3963.774501,4573,8074.563,1497100
20140216,IPOD,5.674262283,2.9878,25,0,374
20140321,ANDROID_TABLET,8840.165925,19579.33262,16841,2459.837,8671972
20140402,PSP,22.09164964,108.8734345,39,1,57093
20140405,ANDROID_TABLET,8462.328418,18824.18209,17103,1865.405,8224646
20140630,WINDOWS_MOBILE,2045.609271,4824.981797,2979,4496.16,2061215
20140713,NOOK,447.7926478,1113.219805,721,405.252,431182
20140714,WINDOWS_MOBILE,1691.836952,5220.090598,3175,29409.002,2104161
20140716,IPHONE,15728.72031,81846.46169,52662,2277.461,36583682
20140720,UNKNOWN,615.6270521,1412.512437,302,30922.201,152856
20140802,WII,0.001910467,0.01306,0,0,5
20140804,UNKNOWN,1502.70238,4017.61184,463,84301.662,378965
20140810,GOOGLE_GLASS,0.055480026,0.11055,0,0,47
20140818,IPAD,23993.48394,105571.6165,40373,8469.841,42709128
20140825,NULL,293.9139385,686.325044,2025,0.0102,88720
20140825,ANDROID_MOBILE,35396.89764,91588.14997,94742,17280.8708,37844542
20140826,COMPUTER,402025.9884,890188.5533,161240,1484626.764,424973335
20140826,XBOX,53.36890789,173.2684925,9,3.6,68704
20140829,PSP,13.67234002,47.68396278,27,1,20711
20140903,KINDLE,2541.906594,5260.695316,13887,4191.374,2261904
20140909,NULL,69.71624818,167.4244262,946,1.0002,30343
20140909,ANDROID_MOBILE,31168.74579,99902.18824,92155,23475.6581,42971176
20140917,BLACKBERRY,599.8354744,2273.073369,6283,442.02,1263317
20141210,NOOK,319.1485018,814.7208743,823,616,316448
20141211,WINDOWS_MOBILE,2207.84758,6071.456861,4440,34038.591,2252537
20141213,IPHONE,27278.76746,191236.8705,204610,23702.9426,77586491
20141231,IPAD,13027.59551,37597.58282,43661,12933.634,19869513
20140109,BLACKBERRY,261.7273216,1266.254668,764,81.46,583382
20140213,BLACKBERRY_TABLET,695.0019287,854.9150456,1629,244.66,358176
20140228,GOOGLE_TV,20.17819449,65.77315954,12,11,26394
20140228,PALM,52.11700144,104.3128016,53,25.55,47824
20140313,MOBILE,698.55599,2484.51277,2162,224,923278
20140429,GOOGLE_GLASS,0.073714928,0.05042,0,0,20
20141019,KINDLE,1807.561599,4907.49123,5868,2447.453,1860889
20140101,IPHONE,6291.01466,26531.33545,35879,648.932,12113641
20140130,PSP,0.265725412,1.544807863,0,0,1028
20140203,IPAD,15488.0523,65374.13751,34237,6604.015,28425148
20140210,NULL,315.3867257,2237.488884,1824,24.08,1013779
20140210,ANDROID_MOBILE,16210.02775,50712.22336,50468,8591.79,23534925
20140211,COMPUTER,284109.2393,729751.805,126387,603727.766,357574328
20140214,PSP,0.39969866,2.228880006,0,0,1635
20140217,ANDROID_TABLET,6593.039881,17047.67689,16984,4461.345,7279775
20140302,BLACKBERRY,391.6940644,1359.261471,1124,51.355,601444
20140421,GOOGLE_TV,0.016426526,0.122908,0,0,58
20140421,PALM,54.04977196,114.7013102,92,18.05,57887
20140505,GOOGLE_TV,32.57426879,114.0170491,25,86.1,40169
20140505,PALM,41.33388269,91.12181,72,11,43766
20140513,TABLET,0.009056142,0.03871,0,0,19
20140525,NOOK,554.0878088,1478.470645,999,199.885,600216
20140526,WINDOWS_MOBILE,2029.289164,7099.631133,4671,2508.14,2828041
20140528,IPHONE,31589.6024,134874.9559,93691,2494.08,61364652
20140609,NOOK,571.0459467,1680.169781,1038,147.63,641751
20140614,WII,0,0,0,0,2
20140616,UNKNOWN,59.31396114,135.977889,530,1232.04,44387
20140622,GOOGLE_GLASS,0.022714424,0.0665,0,0,36
20140706,GOOGLE_GLASS,0.049196333,0.10548,0,0,39
20140715,KINDLE,1954.623669,4540.871371,4244,1002.283,1783149
20140729,BLACKBERRY,523.2180242,2474.266959,1554,573.653,1312451
20140917,BLACKBERRY_TABLET,373.5427631,384.2062771,1404,81.003,187096
20141002,GOOGLE_TV,17.93393346,60.52697894,7,88,19813
20141002,PALM,26.44890725,52.91505625,39,123,19975
20141010,TABLET,0.006564772,0.03255,0,0,12
20141022,NOOK,374.2861713,1048.447577,1138,447.45,402651
20141023,WINDOWS_MOBILE,3182.582868,9834.775926,4244,79172.766,2319008
20141025,IPHONE,17441.89226,109317.0959,98840,6918.3117,43091039
20141106,NOOK,368.413019,920.4874491,881,771.25,326125
20141107,WINDOWS_MOBILE,1497.279943,5382.750828,2824,25363.6055,1883803
20141109,IPHONE,10683.24997,95578.17498,65941,12396.8227,39226514
20141111,WII,0.000483602,0.00201,0,0,2
20141113,UNKNOWN,22.57041726,42.24234659,180,174.1601,22733
20141127,IPAD,34993.59752,140585.5757,81792,35578.1773,56953011
20141203,GOOGLE_GLASS,0.028951472,0.101970025,0,0,46
20141212,KINDLE,1755.986112,3505.11124,3444,3317.052,1355283
20141218,NULL,73.3235867,303.9803837,510,25.22,127097
20141218,ANDROID_MOBILE,42939.04902,152848.7412,140274,127613.709,63071120
20141219,COMPUTER,576538.0851,1166507.846,189948,2319667.307,510945161
20141219,XBOX,56.52454573,161.3766166,11,78.01,68872
20141226,BLACKBERRY,470.1292568,1353.404126,1543,139.42,717160
20140109,BLACKBERRY_TABLET,316.5421718,590.8466953,1295,177.43,262680
20140125,MOBILE,571.6245324,1042.807559,1089,115.99,416878
20140209,MOBILE,387.4720741,758.8656433,650,41.66,307428
20140221,IPOD,769.7364478,5016.550811,4984,12.04,1972533
20140305,IPOD,781.0002063,3935.627394,3760,21.04,1690536
20140410,ANDROID_TABLET,7142.22078,15993.28436,13487,1674.555,6745294
20140721,IPHONE,16851.08959,87200.97027,59559,2171.7142,38784667
20140802,NOOK,853.9778577,1458.039912,1061,302.366,506218
20140803,WINDOWS_MOBILE,1703.242562,4519.618891,2456,10275.041,1720899
20140805,IPHONE,16729.40532,72826.94212,79002,2058.739,31974047
20140823,IPAD,29860.95893,114010.146,56897,8979.152,47750705
20140830,NULL,296.0149237,689.1800565,1865,3,93229
20140830,ANDROID_MOBILE,42936.41463,94883.15565,93250,46014.4552,38596029
20140831,COMPUTER,302069.9051,629217.7689,160108,1437682.215,307793337
20140831,XBOX,29.60557207,126.0296659,5,2.003,54860
20140907,IPAD,27929.12999,107892.241,42390,11215.44,45635740
20140914,NULL,91.47827133,333.507825,962,0.0006,45482
20140914,ANDROID_MOBILE,33701.77871,110753.7838,129776,18745.5774,50838284
20140915,COMPUTER,346003.2806,946693.1723,212316,1983088.831,454563659
20140915,XBOX,30.97582745,152.7974068,13,3,62924
20140918,PSP,12.45714047,60.28479173,45,0,34350
20140922,BLACKBERRY,558.4675047,2375.040909,9239,386.872,1293412
20141229,IPOD,344.8038247,2105.509233,3980,220.938,886962
20140106,NULL,311.0045947,2818.932719,2360,26,1335562
20140106,ANDROID_MOBILE,11867.8244,40957.15046,35127,5960.07,17799133
20140107,COMPUTER,211826.0587,535187.3813,101240,416741.3145,269822820
20140114,BLACKBERRY,170.7768497,1158.897715,844,17.01,552164
20140302,BLACKBERRY_TABLET,662.6275241,962.8205747,2081,370.345,376833
20140317,GOOGLE_TV,0.036332226,0.41464,0,0,179
20140317,PALM,93.47464236,181.92666,118,35.92,74448
20140325,TABLET,4.692380541,13.91127,43,3,5887
20140402,MOBILE,596.3385791,2506.254488,1921,138.28,939096
20140409,TABLET,2.189544622,7.86347,12,0,2994
20140426,WII,0.002146729,0.01795,0,0,5
20140428,UNKNOWN,18.15181885,50.31460523,57,95.05,18497
20140518,GOOGLE_GLASS,0.102635995,0.08221,0,0,35
20140527,KINDLE,2401.753118,6672.088509,3275,698.375,2724743
20140729,BLACKBERRY_TABLET,391.5083474,558.8177598,1152,268.305,206769
20140829,MOBILE,233.7945965,1126.808261,1241,552.93,489439
20140925,IPOD,733.174098,4159.827203,5338,652.262,1697450
20141009,UNKNOWN,230.7506351,130.3051696,754,182.0001,38926
20141015,GOOGLE_GLASS,0.184903665,0.3092,0,0,107
20141024,KINDLE,1837.565573,3931.0009,4128,2979.104,1460270
20141108,KINDLE,1459.696866,4102.041365,3303,2796.2571,1589615
20141226,BLACKBERRY_TABLET,118.1710731,151.9602019,174,42.1,69031
20140117,IPOD,2.865481213,1.34631,9,0,177
20140222,ANDROID_TABLET,5580.936449,13372.60019,12043,2331.13,6367229
20140303,PSP,33.33762456,213.696194,36,1.01,103130
20140306,ANDROID_TABLET,6877.878616,15770.5839,13039,2855.195,6871360
20140510,GOOGLE_TV,44.91330594,151.500998,16,53.1,54919
20140510,PALM,52.21747123,108.74464,97,8.1,54671
20140530,NOOK,524.2447016,1359.639507,685,101.36,526196
20140531,WINDOWS_MOBILE,1513.74174,4518.114649,3208,2476.88,1910184
20140602,TABLET,0.001280207,0.00879,0,0,4
20140614,NOOK,782.2598748,1815.143529,1079,140.72,803483
20140615,WINDOWS_MOBILE,1978.529943,6136.959496,3741,4157.07,2818180
20140617,IPHONE,29127.81972,111926.8864,131345,3261.7435,57417868
20140621,UNKNOWN,45.74218868,151.684737,199,498.812,43614
20140703,WII,0.008941085,0.06307,0,0,18
20140705,UNKNOWN,970.3077508,2411.746847,338,35391,246920
20140711,GOOGLE_GLASS,0.01624412,0.06823,0,0,27
20140719,IPAD,20555.46476,107859.3357,48798,8194.653,47211899
20140720,KINDLE,1749.824214,3562.095792,2704,1314.288,1417872
20140726,NULL,137.5248421,274.4793778,1304,1,109996
20140726,ANDROID_MOBILE,25866.66304,64623.23714,69598,18645.3369,29219054
20140727,COMPUTER,299750.9807,682974.5293,210682,1874604.169,374379954
20140727,XBOX,42.92022443,114.5423279,6,2,42949
20140804,KINDLE,3009.549532,6758.640594,7772,2491.454,2458104
20140818,BLACKBERRY,412.0700856,2157.195802,1364,250.736,1075803
20140922,BLACKBERRY_TABLET,362.2949462,484.4515488,1471,85.101,201572
20141030,IPHONE,20339.20975,101298.3489,84793,8653.6957,38453557
20141111,NOOK,368.7050227,939.0525963,964,725.131,338693
20141112,WINDOWS_MOBILE,2056.190981,6470.275585,3308,65059.041,2089632
20141114,IPHONE,17874.02296,108008.1111,72350,12929.6738,43930408
20141202,UNKNOWN,208.2613231,263.0171695,2182,62.001,35850
20141216,IPAD,24374.7574,91095.25106,45041,51226.54,36225698
20141223,NULL,35.654582,175.2344049,384,3,72418
20141223,ANDROID_MOBILE,37063.70324,128238.0441,156941,38356.724,61643921
20141224,COMPUTER,547593.6637,1268276.603,207482,3042054.475,481548563
20141224,XBOX,57.67523476,166.6870201,15,85,67996
20141227,PSP,13.77385769,41.91523481,23,3,19255
20141231,BLACKBERRY,280.3289773,925.4185469,1149,151.092,456798
20140114,BLACKBERRY_TABLET,400.82283,715.1481265,1344,211.02,329470
20140129,GOOGLE_TV,32.7159119,121.3883124,19,24.29,49924
20140129,PALM,1.51559308,3.67848,0,0,1360
20140130,MOBILE,493.2523073,950.6407236,769,117.87,374721
20140214,MOBILE,353.1217443,903.6277339,905,36.92,356507
20140310,IPOD,819.1747858,4873.252514,4940,31,2031081
20140810,IPHONE,14850.566,83665.58939,92532,2116.46,37684111
20140912,IPAD,27812.36251,118540.4353,48741,10432.4328,47892934
20140920,COMPUTER,291989.625,777898.4694,254827,1369113.572,395148114
20140920,XBOX,47.36338354,242.3078057,31,2.51,97388
20140923,PSP,11.69594516,57.9992408,30,3.25,25694
20140926,ANDROID_TABLET,8781.45675,21260.35423,28783,2207.449,9666001
20140104,IPAD,8479.361165,40259.80521,32995,8458.4185,17482817
20140111,NULL,612.281083,5052.97515,4196,16.5,2410052
20140111,ANDROID_MOBILE,12441.94781,42407.61644,36655,4549.9875,18689132
20140112,COMPUTER,197443.9962,554220.0964,106135,446487.413,261805258
20140115,PSP,0.236104537,1.987364572,0,0,1304
20140118,ANDROID_TABLET,5767.721798,14380.0518,18971,5544.262,6523838
20140203,BLACKBERRY,269.8735986,1136.492652,767,6.665,512575
20140322,GOOGLE_TV,0.163160499,0.41281,0,0,196
20140322,PALM,104.2466041,215.949676,129,13.72,96771
20140330,TABLET,4.116350482,11.1906,48,1,4477
20140406,GOOGLE_TV,0.120174577,0.811964,0,0,450
20140406,PALM,74.56220707,181.7942821,114,13,75074
20140414,TABLET,0.003249878,0.01043,0,0,4
20140426,NOOK,748.318031,1624.26971,1281,177,625961
20140427,WINDOWS_MOBILE,2197.691031,6125.708049,3353,1917.88,2717380
20140429,IPHONE,18011.83836,70696.73161,71358,1659.735,30685940
20140515,WII,0.000227818,0.0035,0,0,1
20140517,UNKNOWN,14.14917423,44.95257792,66,101.05,17388
20140523,GOOGLE_GLASS,0.057275254,0.07517,0,0,35
20140607,GOOGLE_GLASS,0.809102311,0.234042,0,0,93
20140616,KINDLE,2712.980304,7194.59928,7371,2113.61,2813989
20140818,BLACKBERRY_TABLET,253.2664597,412.6988832,839,219.409,140382
20140918,MOBILE,269.4664914,1153.049311,2932,575.241,829721
20140930,IPOD,798.5530171,3881.640898,6391,129.3,1460899
20141007,NOOK,471.1338421,1150.074242,1076,138.18,401535
20141008,WINDOWS_MOBILE,2187.519322,7408.773884,3003,123140.181,2098170
20141014,UNKNOWN,350.4482637,307.1508396,1006,215.3,67147
20141020,GOOGLE_GLASS,0.102903058,0.19188,0,0,64
20141028,IPAD,24094.94578,102178.7397,61484,22877.9234,39438689
20141104,GOOGLE_GLASS,0.021846256,0.06655,0,0,24
20141113,KINDLE,1681.277291,3680.414072,2444,3561.25,1432425
20141119,NULL,103.168349,374.4636212,572,7.0011,129193
20141119,ANDROID_MOBILE,48204.75245,165517.9614,180315,106422.694,66187156
20141127,BLACKBERRY,388.7459295,1495.371957,1626,179.354,703772
20141231,BLACKBERRY_TABLET,52.54470996,124.2022467,135,38,51930
20140122,IPOD,3.264243507,1.6357,5,0,280
20140206,IPOD,0.089919489,0.23744,0,0,72
20140311,ANDROID_TABLET,8463.843619,18904.9294,14900,2823.762,8146505
20140620,WINDOWS_MOBILE,2306.141649,5484.36878,4199,3394.745,2372473
20140622,IPHONE,34408.6528,125022.394,167703,3128.462,65905896
20140703,NOOK,550.3906177,1091.722055,848,168.1,395430
20140704,WINDOWS_MOBILE,1036.170583,4357.182796,2184,2095.746,1779749
20140706,IPHONE,13215.37648,78877.83115,81362,1997.155,33039005
20140710,UNKNOWN,1051.300743,1497.238032,445,49318.001,149830
20140724,IPAD,23256.67513,103595.4117,47685,9033.9744,44427670
20140731,NULL,204.8411556,429.3869091,1933,0.11,155381
20140731,ANDROID_MOBILE,27214.44956,66151.506,74084,17626.1582,29134955
20140808,IPAD,28179.73365,116919.3066,53223,8410.4604,47311533
20140815,NULL,293.4179828,445.2291628,1605,1.2,127380
20140815,ANDROID_MOBILE,33564.37541,88744.04329,108734,15005.2532,36122082
20140816,COMPUTER,328726.5143,713589.1552,149015,1531573.035,325840997
20140816,XBOX,56.47934142,192.5103217,15,9.02,80193
20140819,PSP,10.3314406,50.84358281,34,0,25886
20140823,BLACKBERRY,521.1358014,2045.512519,1302,338.702,1061148
20140907,BLACKBERRY,479.1401726,2558.630313,2766,202.2,1264480
20141201,WINDOWS_MOBILE,3561.041742,9996.937013,4148,37882.306,2956195
20141203,IPHONE,24228.87257,156606.6373,160188,22408.75,62830932
20141221,IPAD,26962.68052,97485.69549,63767,29478.497,39746732
20140203,BLACKBERRY_TABLET,590.8266082,819.907748,1711,1221.8,360336
20140218,GOOGLE_TV,15.81452163,52.74322639,7,10,19504
20140218,PALM,52.5794426,113.1469365,76,16.04,49826
20140226,TABLET,83.10816375,207.2037813,206,32.3,88767
20140303,MOBILE,355.9676541,1747.942263,1504,301.82,679006
20140327,WII,0.144,0.03262,0,0,38
20140329,UNKNOWN,26.77838337,64.59651535,65,273,24711
20140419,GOOGLE_GLASS,0.425445765,0.88773,0,0,272
20140428,KINDLE,2044.537767,4751.05569,2944,817.125,1947618
20140826,IPOD,1015.350632,5160.456302,6987,86.005,1997893
20141009,KINDLE,1664.501273,4400.740882,4449,868.575,1601392
20141127,BLACKBERRY_TABLET,246.9897558,300.1460732,467,596.111,112466
20141227,MOBILE,270.7895047,545.603995,783,80.225,309731
20140120,PSP,0.331924141,2.239749179,0,0,1437
20140123,ANDROID_TABLET,7978.214646,18363.02691,19876,2320.85,8445195
20140201,COMPUTER,216936.6699,505758.3829,94629,517804.399,222892116
20140204,PSP,0.334206384,2.520014559,0,1,1413
20140207,ANDROID_TABLET,6678.546476,14473.09596,13927,4858.73,6785881
20140411,GOOGLE_TV,0.041660012,0.63583,0,0,313
20140411,PALM,56.08556321,95.96930006,73,11.07,44345
20140503,TABLET,0.002503436,0.01915,0,0,6
20140515,NOOK,547.9992193,1368.745194,747,76.82,540138
20140516,WINDOWS_MOBILE,1398.717779,5049.337083,2279,2237.5,2125344
20140518,IPHONE,15904.3497,90593.72911,71896,2741.48,39892530
20140520,WII,0.001294675,0.00231,0,0,2
20140522,UNKNOWN,141.0794976,47.51943613,33,152.4,104434
20140606,UNKNOWN,21.21500386,49.64394127,104,497,17412
20140612,GOOGLE_GLASS,2.303950556,0.20153,0,0,83
20140621,KINDLE,2158.381843,6896.501963,12365,3550.38,2628161
20140627,NULL,234.112073,189.2184244,1009,1.001,132923
20140627,ANDROID_MOBILE,33862.94478,87799.88015,85601,7912.394,41377166
20140628,COMPUTER,359806.6251,840199.5639,146954,2338679.12,419176389
20140628,XBOX,77.31576247,275.7741964,17,11,111919
20140705,KINDLE,1364.194198,4073.425624,3158,405.778,1548806
20140719,BLACKBERRY,400.7477348,1854.347761,1154,522.53,978451
20140823,BLACKBERRY_TABLET,292.3269226,369.4551984,799,73.305,130693
20140907,BLACKBERRY_TABLET,357.9115919,563.8334666,1271,71.005,193424
20140923,MOBILE,319.6568737,1394.162962,4144,328.143,837070
20141012,NOOK,409.3362329,1463.020282,1940,187.41,542078
20141013,WINDOWS_MOBILE,2656.661849,8288.554352,3492,146826.345,2191711
20141015,IPHONE,16598.71132,113370.5068,95323,7551.9471,45410623
20141103,UNKNOWN,12.94624305,33.50756739,95,218.59,12027
20141117,IPAD,17912.0928,83860.97823,35904,68343.1039,33619941
20141124,NULL,108.5535762,284.9377208,839,3,92097
20141124,ANDROID_MOBILE,41291.40875,177954.8002,165823,117996.2587,70969516
20141125,COMPUTER,450145.1226,1059991.316,135548,3874191.936,420176190
20141125,XBOX,36.84107305,170.4556845,13,20,65211
20141128,PSP,7.226634468,28.69117383,15,2,11251
20141202,KINDLE,1341.679549,3407.951978,3775,9811.135,1317366
20141208,NULL,69.14748263,327.0235496,606,0,135856
20141208,ANDROID_MOBILE,37304.52828,147158.4995,125766,147033.3351,58846169
20141209,COMPUTER,423545.9484,1235795.408,170226,2046741.224,508106791
20141209,XBOX,28.71997494,134.0806973,9,17,57118
20141216,BLACKBERRY,370.7783959,1384.946649,1358,160.224,642527
20140115,MOBILE,285.2793017,866.8334207,733,93.65,358174
20140211,IPOD,0.128663891,0.2127,0,0,65
20140711,IPHONE,17256.21025,75165.24547,65527,3588.515,33297917
20140813,IPAD,28760.28724,113139.915,51260,8034.98,43989805
20140820,NULL,262.8085468,467.6257158,1170,4.001,90554
20140820,ANDROID_MOBILE,34148.12898,92473.75342,96467,23877.4998,38793806
20140821,COMPUTER,388064.2815,849796.8498,154507,1474669.148,406810283
20140821,XBOX,29.24487801,124.1538843,7,4,53125
20140824,PSP,14.77464547,68.1494659,30,5.004,35191
20140827,ANDROID_TABLET,10875.58491,21975.01581,23977,4123.721,10091999
20140904,NULL,218.8416591,448.8981989,1771,0.201,70515
20140904,ANDROID_MOBILE,31527.48806,88299.36946,91646,49669.9392,36692342
20140905,COMPUTER,340554.3403,844160.0885,158510,1729023.089,383591144
20140905,XBOX,25.2911951,114.8939696,7,2,44941
20140908,PSP,11.72645452,60.1036106,21,3.101,27082
20140912,BLACKBERRY,660.1159,2645.770991,2248,294.5,1206064
20141219,IPOD,952.1736762,4776.518134,6584,1923.846,2105444
20140104,BLACKBERRY,119.7517207,804.2416375,573,15.5,363816
20140223,GOOGLE_TV,24.4289681,86.617165,13,4,32539
20140223,PALM,58.16659182,124.9281935,82,7.06,57830
20140307,GOOGLE_TV,0.041113654,0.61973,0,0,339
20140307,PALM,73.23333119,158.7606428,114,27.45,72035
20140315,TABLET,5.000267541,21.11584,52,0,9363
20140327,NOOK,1089.970671,1954.096214,1345,161.63,727129
20140328,WINDOWS_MOBILE,1548.058327,4197.642545,2246,520.44,2025384
20140416,WII,0.001957611,0.01784,0,0,6
20140418,UNKNOWN,21.50979261,83.77247063,79,125.51,30077
20140424,GOOGLE_GLASS,0.071703003,0.16099,0,0,58
20140508,GOOGLE_GLASS,0.023301515,0.07133,0,0,25
20140517,KINDLE,2094.716208,6275.727579,2474,677.47,2439088
20140719,BLACKBERRY_TABLET,265.1027444,404.897245,859,272.154,147203
20140819,MOBILE,170.7507848,846.4564054,847,574.34,363137
20140831,IPOD,1156.91792,4082.072678,8586,3268.003,1772251
20140915,IPOD,669.2229762,3898.671206,4296,84.96,1611747
20141005,GOOGLE_GLASS,0.182365751,0.30564,0,0,58
20141014,KINDLE,1795.865454,4615.833759,4821,2260.22,1710916
20141028,BLACKBERRY,375.4195772,1824.665124,2621,322.8002,983407
20141216,BLACKBERRY_TABLET,157.6174271,199.0266704,441,84.1,72920
20140107,IPOD,0.040646019,0.14501,0,0,48
20140212,ANDROID_TABLET,7871.600481,16491.2008,15282,4148.88,7595453
20140520,NOOK,676.9267052,1715.652845,924,120.47,661283
20140521,WINDOWS_MOBILE,2044.931133,6566.772968,3375,2852.576,2668629
20140523,IPHONE,24247.5879,131809.65,59704,1594.466,55818015
20140604,NOOK,578.9490545,1613.359529,859,64.4,598347
20140605,WINDOWS_MOBILE,1703.601575,5273.740872,3719,2312.16,2170859
20140607,IPHONE,19361.08232,99149.7216,100605,2556.7,47459790
20140611,UNKNOWN,18.42473883,45.23727181,75,413,13308
20140625,IPAD,36175.9194,135063.3032,76790,8213.271,58720226
20140701,GOOGLE_GLASS,0.069162618,0.08564,0,0,36
20140709,IPAD,18115.44599,86258.905,47537,6271.721,37277848
20140710,KINDLE,1695.0361,4431.579374,5280,1667.669,1670929
20140716,NULL,86.5236277,168.1210364,742,2,75269
20140716,ANDROID_MOBILE,19822.21445,66574.96918,65553,14548.862,30278772
20140717,COMPUTER,316233.0408,777767.1943,140248,1985815.401,420576744
20140717,XBOX,18.26631309,79.8752625,4,11,33105
20140724,BLACKBERRY,588.8620285,2609.164608,1482,648.226,1545469
20140808,BLACKBERRY,409.1954245,2053.400089,1465,220.897,1065003
20140912,BLACKBERRY_TABLET,372.2909486,459.5556692,1152,78.25,183992
20140927,GOOGLE_TV,18.70769663,53.61688,14,10,19893
20140927,PALM,28.55987575,53.48198159,43,35.05,22397
20141020,IPHONE,16878.13379,106488.397,93862,8125.3238,42332463
20141101,NOOK,441.8723569,1036.808204,1050,499.1,377490
20141102,WINDOWS_MOBILE,4678.294519,15080.47597,3336,128701.4511,2566779
20141104,IPHONE,15796.78311,95547.3633,65514,10713.1201,37700739
20141122,IPAD,27479.13312,110098.0044,55636,41799.8108,44173075
20141130,COMPUTER,536364.751,1129504.812,193412,2338028.362,454623841
20141130,XBOX,56.75245001,169.1085411,13,3,69998
20141206,IPAD,25389.09194,107466.6482,61111,55905.6723,43071873
20141213,NULL,75.90868373,336.1466619,493,4.01,136204
20141213,ANDROID_MOBILE,42892.69092,162207.9741,146259,173019.2701,65526137
20141214,COMPUTER,445789.6939,1042723.146,172912,1630297.97,461929012
20141214,XBOX,47.07087453,197.5255436,21,22,81458
20141217,PSP,12.57893951,35.95849218,14,2.001,18540
20141221,BLACKBERRY,428.781733,1546.054114,1541,116.842,765785
20140104,BLACKBERRY_TABLET,302.5565941,569.0750085,1113,230.0125,303513
20140119,GOOGLE_TV,30.14207937,147.0757721,19,32.5005,56299
20140119,PALM,0.553841006,2.08793,3,0,741
20140120,MOBILE,547.8431144,1087.892743,1088,61.1,425166
20140127,TABLET,0.017096097,0.05851,0,0,38
20140204,MOBILE,907.0792599,908.8711297,808,61.5,356095
20140228,WII,13.39499861,97.26840717,9,1,42821
20140329,KINDLE,3291.381858,6361.179019,4586,802.857,2624861
20140727,IPOD,1023.382432,5991.721772,8604,35.667,2482572
20140902,IPAD,32428.25589,93251.62171,188235,8454.1508,63233468
20140910,COMPUTER,378477.0025,917420.0273,154827,1520937.84,434272087
20140910,XBOX,28.37229804,115.2417467,5,6.01,48279
20140913,PSP,11.93270844,65.6288833,27,1,32844
20140916,ANDROID_TABLET,7808.381002,19329.86287,26560,2550.8322,9906321
20141028,BLACKBERRY_TABLET,367.3146664,396.7756735,1169,1143.1,190426
20141128,MOBILE,179.3872294,604.4309734,893,242.44,256732
20141224,IPOD,510.1752461,4044.734443,5916,521.359,1689764
20140101,NULL,903.5044714,3412.722285,3395,319.05,1577670
20140101,ANDROID_MOBILE,10411.09223,32999.9305,30475,3283.3595,15876434
20140102,COMPUTER,187708.6745,471601.3193,102177,448030.9305,228109118
20140105,PSP,0.277211371,2.359808498,0,0,1750
20140108,ANDROID_TABLET,4533.905015,11892.86745,10862,3274.76,5066705
20140312,GOOGLE_TV,0.034870262,0.45151,0,0,224
20140312,PALM,82.35324701,170.6103091,114,12.15,73000
20140320,TABLET,5.467645461,26.63783,52,0,10472
20140404,TABLET,5.170891801,6.307952,17,3,3579
20140416,NOOK,761.0856602,1600.703013,1044,78.06,592461
