city,d_kings_landing,d_astapor,d_winterfell,trips_in_first_30_days,signup_date,!day of week,!day of week num,avg_rating_of_driver,avg_surge,last_trip_date,is_active,d_iphone,d_android,surge_pct,is_uber_black_user,weekday_pct,avg_dist,avg_rating_by_driver
Winterfell,0,0,1,1,1/16/2014,Thursday,5,5,1,6/23/2014,1,1,0,0,0,60,10.5,4.8
King's Landing,1,0,0,0,1/14/2014,Tuesday,3,3.5,1,6/27/2014,1,1,0,0,1,33.3,8.85,5
Winterfell,0,0,1,0,1/16/2014,Thursday,5,NaN,1,3/24/2014,0,1,0,0,1,100,33.5,5
Astapor,0,1,0,4,1/15/2014,Wednesday,4,4.9,1.02,6/18/2014,1,0,1,7.1,1,64.3,5.08,4.9
Winterfell,0,0,1,2,1/24/2014,Friday,6,5,1,6/13/2014,1,0,1,0,0,80,4.64,4.4
Astapor,0,1,0,3,1/9/2014,Thursday,5,5,1.01,6/6/2014,1,1,0,4.3,1,95.7,2.44,4.8
Astapor,0,1,0,0,1/17/2014,Friday,6,NaN,1,4/17/2014,0,1,0,0,0,100,2.04,5
Winterfell,0,0,1,11,1/5/2014,Sunday,1,4.7,1,6/14/2014,1,1,0,0,1,57.6,5,4.8
Winterfell,0,0,1,4,1/2/2014,Thursday,5,4.5,1.05,6/28/2014,1,1,0,20,0,80,3.85,4.8
Winterfell,0,0,1,0,1/6/2014,Monday,2,5,1.25,6/19/2014,1,1,0,25,1,100,18.25,5
Astapor,0,1,0,0,1/16/2014,Thursday,5,5,1,2/25/2014,0,1,0,0,0,100,0.6,5
Winterfell,0,0,1,7,1/24/2014,Friday,6,3,1.07,6/29/2014,1,1,0,10.5,0,57.9,2.4,4.6
Winterfell,0,0,1,0,1/18/2014,Saturday,7,NaN,1,5/29/2014,0,1,0,0,0,100,3.5,4
Astapor,0,1,0,7,1/31/2014,Friday,6,4.6,1,5/31/2014,0,0,1,0,1,41.7,2.75,4.8
Astapor,0,1,0,1,1/18/2014,Saturday,7,NaN,1,1/19/2014,0,1,0,0,0,0,1.42,5
Astapor,0,1,0,2,1/15/2014,Wednesday,4,5,1,4/21/2014,0,1,0,0,0,66.7,1.88,4.4
Astapor,0,1,0,0,1/15/2014,Wednesday,4,NaN,1,2/26/2014,0,1,0,0,0,100,4.29,5
Winterfell,0,0,1,2,1/7/2014,Tuesday,3,4.7,1,3/25/2014,0,1,0,0,1,100,10.26,4.8
Winterfell,0,0,1,2,1/7/2014,Tuesday,3,5,1,1/8/2014,0,1,0,0,0,100,2.49,4.5
Winterfell,0,0,1,1,1/9/2014,Thursday,5,4.5,1,6/11/2014,1,1,0,0,1,100,9.34,5
Winterfell,0,0,1,0,1/20/2014,Monday,2,2.1,1.02,6/1/2014,1,1,0,7.1,1,28.6,3.6,4.5
Winterfell,0,0,1,0,1/10/2014,Friday,6,5,1,6/25/2014,1,1,0,0,1,100,4.88,4
Winterfell,0,0,1,3,1/7/2014,Tuesday,3,4.5,1,1/11/2014,0,1,0,0,0,66.7,5.18,4.7
Astapor,0,1,0,4,1/12/2014,Sunday,1,5,1,4/1/2014,0,1,0,0,0,100,17.39,5
Winterfell,0,0,1,7,1/11/2014,Saturday,7,4.5,1,6/19/2014,1,0,1,0,0,80,0.79,4.5
King's Landing,1,0,0,1,1/12/2014,Sunday,1,2,1,2/1/2014,0,1,0,0,0,100,4.15,5
Astapor,0,1,0,3,1/1/2014,Wednesday,4,5,1.02,6/30/2014,1,1,0,10,0,100,2.37,4.7
King's Landing,1,0,0,2,1/25/2014,Saturday,7,5,1,6/22/2014,1,1,0,0,1,8.3,3.56,4.9
Winterfell,0,0,1,2,1/6/2014,Monday,2,5,1,1/25/2014,0,1,0,0,0,50,12.15,5
King's Landing,1,0,0,2,1/11/2014,Saturday,7,4.8,1.27,6/24/2014,1,1,0,36.4,1,45.5,2.02,4.6
Astapor,0,1,0,3,1/17/2014,Friday,6,4.8,1,5/9/2014,0,1,0,0,0,66.7,4.84,4.8
Astapor,0,1,0,1,1/31/2014,Friday,6,5,1,4/17/2014,0,0,1,0,1,50,5.49,4.8
Winterfell,0,0,1,2,1/23/2014,Thursday,5,4,1,5/2/2014,0,0,1,0,0,57.1,4.06,4.7
Astapor,0,1,0,3,1/18/2014,Saturday,7,4.1,1.1,6/18/2014,1,1,0,17.4,0,65.2,2.9,4.8
King's Landing,1,0,0,0,1/31/2014,Friday,6,5,1,6/21/2014,1,1,0,0,0,0,2.92,5
Astapor,0,1,0,0,1/12/2014,Sunday,1,5,1,6/10/2014,1,1,0,0,1,75,3.54,4.8
Astapor,0,1,0,0,1/2/2014,Thursday,5,NaN,1,6/8/2014,1,1,0,0,1,0,1.53,5
Astapor,0,1,0,4,1/19/2014,Sunday,1,4.8,1,1/20/2014,0,1,0,0,0,0,2.22,5
King's Landing,1,0,0,4,1/24/2014,Friday,6,5,1.11,6/28/2014,1,1,0,28.6,1,71.4,3.89,4.7
Astapor,0,1,0,8,1/4/2014,Saturday,7,5,1,1/16/2014,0,1,0,0,1,100,1.59,5
Winterfell,0,0,1,1,1/4/2014,Saturday,7,5,1,3/29/2014,0,1,0,0,0,33.3,3.61,5
Winterfell,0,0,1,1,1/14/2014,Tuesday,3,NaN,1,1/17/2014,0,1,0,0,0,100,0,5
Winterfell,0,0,1,0,1/19/2014,Sunday,1,5,1.17,3/15/2014,0,0,1,16.7,1,66.7,2.07,5
Astapor,0,1,0,1,1/31/2014,Friday,6,NaN,1,2/26/2014,0,1,0,0,0,100,2.03,4
Astapor,0,1,0,2,1/11/2014,Saturday,7,5,1.25,6/24/2014,1,0,1,16.7,1,33.3,3.32,4.8
Winterfell,0,0,1,0,1/31/2014,Friday,6,5,1,5/26/2014,0,0,1,0,0,0,0.75,5
Astapor,0,1,0,0,1/3/2014,Friday,6,5,1,5/25/2014,0,1,0,0,0,33.3,2.02,5
Astapor,0,1,0,2,1/24/2014,Friday,6,NaN,1,3/1/2014,0,1,0,0,0,0,2.27,5
King's Landing,1,0,0,2,1/24/2014,Friday,6,3.5,1.22,6/28/2014,1,1,0,37.5,0,50,4.63,5
Astapor,0,1,0,2,1/21/2014,Tuesday,3,4.7,1.04,3/20/2014,0,1,0,12.5,1,79.2,3.69,4.6
Winterfell,0,0,1,0,1/10/2014,Friday,6,NaN,1.25,6/8/2014,1,1,0,100,0,0,1.4,5
Winterfell,0,0,1,0,1/29/2014,Wednesday,4,4,1,5/20/2014,0,0,1,0,0,100,27.08,5
Astapor,0,1,0,0,1/21/2014,Tuesday,3,5,1,6/28/2014,1,1,0,0,1,0,3.77,3.5
Winterfell,0,0,1,1,1/11/2014,Saturday,7,4,1,1/12/2014,0,1,0,0,0,0,5.76,5
Astapor,0,1,0,0,1/5/2014,Sunday,1,4.3,1.06,6/26/2014,1,1,0,16.7,1,58.3,3.58,4.6
Winterfell,0,0,1,0,1/29/2014,Wednesday,4,NaN,1,4/11/2014,0,0,1,0,0,100,5.81,5
Astapor,0,1,0,1,1/19/2014,Sunday,1,5,1,1/20/2014,0,0,1,0,0,0,3.7,5
Winterfell,0,0,1,2,1/10/2014,Friday,6,5,1,6/21/2014,1,0,1,0,0,68.8,3.35,4.7
Winterfell,0,0,1,1,1/22/2014,Wednesday,4,NaN,1.25,1/26/2014,0,0,1,100,0,0,0.34,5
Winterfell,0,0,1,0,1/16/2014,Thursday,5,5,1,6/14/2014,1,1,0,0,0,100,3.6,5
Winterfell,0,0,1,1,1/24/2014,Friday,6,5,1,5/7/2014,0,0,1,0,1,100,15.18,4
Astapor,0,1,0,0,1/26/2014,Sunday,1,5,1.06,4/13/2014,0,1,0,25,0,0,1.93,5
Astapor,0,1,0,2,1/31/2014,Friday,6,3,1,5/20/2014,0,0,1,0,0,50,9.22,4
Winterfell,0,0,1,1,1/4/2014,Saturday,7,NaN,1,6/21/2014,1,1,0,0,0,50,4.85,5
Astapor,0,1,0,0,1/2/2014,Thursday,5,5,1,4/3/2014,0,1,0,0,1,100,4.8,4.8
Astapor,0,1,0,1,1/6/2014,Monday,2,5,1,6/20/2014,1,1,0,0,1,75,3.49,5
Astapor,0,1,0,1,1/25/2014,Saturday,7,5,1,1/26/2014,0,1,0,0,0,0,3.68,5
Astapor,0,1,0,2,1/15/2014,Wednesday,4,5,1,2/6/2014,0,0,1,0,1,100,18.8,5
Winterfell,0,0,1,9,1/1/2014,Wednesday,4,5,1.03,6/18/2014,1,1,0,3.1,0,70.8,4.82,4.7
Astapor,0,1,0,1,1/20/2014,Monday,2,NaN,1.25,1/20/2014,0,0,1,100,1,100,7.92,5
Winterfell,0,0,1,0,1/15/2014,Wednesday,4,5,1.81,5/11/2014,0,1,0,50,0,0,7.85,5
King's Landing,1,0,0,0,1/18/2014,Saturday,7,3.7,1.25,6/19/2014,1,1,0,25,1,75,4.84,4.8
Winterfell,0,0,1,2,1/1/2014,Wednesday,4,2,1,1/14/2014,0,1,0,0,1,100,2.85,5
King's Landing,1,0,0,1,1/18/2014,Saturday,7,4.8,1,6/29/2014,1,0,1,0,0,50,1.92,4.9
Astapor,0,1,0,1,1/1/2014,Wednesday,4,NaN,1,1/2/2014,0,1,0,0,0,100,14.57,5
Astapor,0,1,0,1,1/4/2014,Saturday,7,3.7,1,6/22/2014,1,1,0,0,1,50,3.81,4.8
King's Landing,1,0,0,2,1/3/2014,Friday,6,5,1,6/22/2014,1,1,0,0,0,0,1.85,5
Astapor,0,1,0,2,1/3/2014,Friday,6,5,1,5/26/2014,0,1,0,0,1,30,12.13,4.8
Astapor,0,1,0,1,1/15/2014,Wednesday,4,5,1.25,4/21/2014,0,1,0,50,0,50,3.36,5
Astapor,0,1,0,0,1/23/2014,Thursday,5,5,1,5/12/2014,0,1,0,0,0,0,7.4,5
Astapor,0,1,0,6,1/17/2014,Friday,6,4.3,1.12,7/1/2014,1,1,0,15.6,1,56.3,2.73,4.7
Astapor,0,1,0,1,1/31/2014,Friday,6,NaN,1,2/1/2014,0,0,1,0,1,100,3.06,5
Winterfell,0,0,1,0,1/7/2014,Tuesday,3,5,1,3/6/2014,0,1,0,0,1,100,10.39,5
Winterfell,0,0,1,0,1/6/2014,Monday,2,5,1,3/16/2014,0,1,0,0,0,87.5,2.51,4.9
King's Landing,1,0,0,4,1/11/2014,Saturday,7,4.5,1,6/23/2014,1,1,0,0,1,41.7,7.3,4.8
King's Landing,1,0,0,1,1/21/2014,Tuesday,3,5,1,6/30/2014,1,1,0,0,0,50,3.1,5
Winterfell,0,0,1,1,1/3/2014,Friday,6,5,1.25,6/8/2014,1,1,0,37.5,0,0,2.46,4.7
King's Landing,1,0,0,3,1/20/2014,Monday,2,5,1.19,5/21/2014,0,1,0,25,0,75,5.83,5
Winterfell,0,0,1,5,1/11/2014,Saturday,7,4.5,1,2/24/2014,0,0,1,0,0,28.6,1.26,4.5
Winterfell,0,0,1,0,1/19/2014,Sunday,1,NaN,1,6/14/2014,1,1,0,0,0,50,2.19,3
Winterfell,0,0,1,1,1/10/2014,Friday,6,1,1,1/11/2014,0,0,1,0,1,100,1.81,5
Astapor,0,1,0,1,1/28/2014,Tuesday,3,NaN,1,1/29/2014,0,1,0,0,0,100,3.91,1
Astapor,0,1,0,2,1/24/2014,Friday,6,5,1,1/25/2014,0,0,1,0,1,50,7.17,4.5
Astapor,0,1,0,1,1/29/2014,Wednesday,4,NaN,1,1/30/2014,0,1,0,0,1,100,5.46,1
Astapor,0,1,0,0,1/16/2014,Thursday,5,5,1,5/16/2014,0,0,1,0,0,100,0.04,5
Winterfell,0,0,1,2,1/13/2014,Monday,2,5,1,1/15/2014,0,1,0,0,0,100,7.41,5
Winterfell,0,0,1,0,1/18/2014,Saturday,7,4,1,6/26/2014,1,0,1,0,0,50,1.38,4
Astapor,0,1,0,2,1/7/2014,Tuesday,3,5,1.02,6/20/2014,1,1,0,6.3,0,87.5,2.32,5
Astapor,0,1,0,0,1/19/2014,Sunday,1,NaN,1,3/23/2014,0,1,0,0,0,0,13.87,5
Astapor,0,1,0,2,1/12/2014,Sunday,1,4.5,1,1/13/2014,0,1,0,0,0,50,4.06,5
Winterfell,0,0,1,2,1/1/2014,Wednesday,4,4.7,1,3/11/2014,0,1,0,0,1,50,5.87,4.7
Winterfell,0,0,1,1,1/29/2014,Wednesday,4,5,1.25,2/15/2014,0,1,0,100,0,0,6.72,5
King's Landing,1,0,0,1,1/19/2014,Sunday,1,3.3,1.04,6/30/2014,1,1,0,3.7,0,59.3,2.41,4.8
Astapor,0,1,0,3,1/28/2014,Tuesday,3,4.8,1,3/16/2014,0,1,0,0,1,40,4.05,5
Winterfell,0,0,1,6,1/27/2014,Monday,2,4.7,1.03,6/28/2014,1,1,0,4.3,0,68.1,5.38,4.6
King's Landing,1,0,0,0,1/6/2014,Monday,2,5,1.25,4/3/2014,0,1,0,33.3,0,100,1.77,5
Astapor,0,1,0,1,1/8/2014,Wednesday,4,NaN,1,1/9/2014,0,0,1,0,0,100,11.53,5
Astapor,0,1,0,0,1/17/2014,Friday,6,4.7,1,4/28/2014,0,1,0,0,0,33.3,8.67,5
King's Landing,1,0,0,2,1/17/2014,Friday,6,4,1,1/26/2014,0,1,0,0,0,0,25.82,5
King's Landing,1,0,0,1,1/18/2014,Saturday,7,5,1,2/16/2014,0,1,0,0,0,0,2.79,5
Astapor,0,1,0,1,1/18/2014,Saturday,7,5,1.4,4/22/2014,0,1,0,20,0,20,4.75,5
King's Landing,1,0,0,3,1/18/2014,Saturday,7,5,1,1/19/2014,0,1,0,0,1,0,1.49,5
King's Landing,1,0,0,14,1/24/2014,Friday,6,4.9,1,6/30/2014,1,1,0,0,0,94,6.5,4.8
Astapor,0,1,0,2,1/17/2014,Friday,6,5,1,1/19/2014,0,1,0,0,1,0,18.82,5
Winterfell,0,0,1,23,1/15/2014,Wednesday,4,3.1,1.04,6/30/2014,1,1,0,1.9,1,50.5,3.01,4.6
Winterfell,0,0,1,0,1/11/2014,Saturday,7,5,1,4/27/2014,0,1,0,0,1,75,1.79,4.8
Winterfell,0,0,1,3,1/5/2014,Sunday,1,2.5,1,6/7/2014,1,1,0,0,1,40,6.21,3.8
King's Landing,1,0,0,1,1/12/2014,Sunday,1,5,1.27,6/5/2014,1,0,1,37.5,1,37.5,2.31,4.9
Winterfell,0,0,1,1,1/9/2014,Thursday,5,NaN,1,1/10/2014,0,0,1,0,0,100,6.82,5
Astapor,0,1,0,0,1/16/2014,Thursday,5,4.8,1.02,5/23/2014,0,1,0,10,0,80,3.01,5
King's Landing,1,0,0,4,1/11/2014,Saturday,7,5,1.14,6/5/2014,1,1,0,14.3,0,14.3,5.15,4.9
Winterfell,0,0,1,1,1/7/2014,Tuesday,3,5,1,1/11/2014,0,1,0,0,1,100,15.22,5
King's Landing,1,0,0,3,1/29/2014,Wednesday,4,5,1,2/28/2014,0,1,0,0,1,100,6.43,5
Winterfell,0,0,1,0,1/8/2014,Wednesday,4,5,1,5/16/2014,0,0,1,0,0,100,3.02,4
Winterfell,0,0,1,6,1/6/2014,Monday,2,4.5,1,6/18/2014,1,1,0,0,0,45,3.37,4.8
King's Landing,1,0,0,2,1/16/2014,Thursday,5,5,1,2/28/2014,0,1,0,0,0,100,13.15,4.3
Astapor,0,1,0,0,1/23/2014,Thursday,5,NaN,1,4/24/2014,0,1,0,0,0,100,2.45,5
Winterfell,0,0,1,2,1/4/2014,Saturday,7,4.5,1,1/6/2014,0,1,0,0,0,50,8.23,4.5
Winterfell,0,0,1,0,1/9/2014,Thursday,5,NaN,1,2/19/2014,0,1,0,0,0,100,10.42,5
King's Landing,1,0,0,0,1/12/2014,Sunday,1,2,1,6/2/2014,1,1,0,0,1,33.3,1.87,4.7
Winterfell,0,0,1,1,1/22/2014,Wednesday,4,NaN,1,1/23/2014,0,1,0,0,0,100,1.04,5
Winterfell,0,0,1,1,1/11/2014,Saturday,7,NaN,1,1/11/2014,0,1,0,0,0,0,20.02,5
Astapor,0,1,0,1,1/26/2014,Sunday,1,1,3,1/26/2014,0,1,0,100,0,0,10.41,1
Winterfell,0,0,1,3,1/18/2014,Saturday,7,4,1,2/1/2014,0,1,0,0,0,33.3,0.52,5
Astapor,0,1,0,6,1/8/2014,Wednesday,4,5,1,1/12/2014,0,1,0,0,0,16.7,4.17,4.3
Astapor,0,1,0,0,1/20/2014,Monday,2,5,1.5,5/25/2014,0,0,1,100,0,0,2.07,5
Winterfell,0,0,1,2,1/24/2014,Friday,6,5,1,2/16/2014,0,1,0,0,1,50,5.57,4.5
Winterfell,0,0,1,5,1/4/2014,Saturday,7,4.8,1,6/19/2014,1,1,0,0,1,62.5,10.77,4.8
Winterfell,0,0,1,3,1/18/2014,Saturday,7,5,1.17,1/23/2014,0,1,0,33.3,0,33.3,10.02,5
King's Landing,1,0,0,7,1/29/2014,Wednesday,4,4.8,1.09,6/29/2014,1,1,0,14.6,0,45.8,2.05,4.8
King's Landing,1,0,0,16,1/27/2014,Monday,2,5,1.12,6/8/2014,1,1,0,8.1,1,91.9,3.7,4.7
King's Landing,1,0,0,11,1/18/2014,Saturday,7,5,1.23,1/21/2014,0,1,0,27.3,1,72.7,1.76,4.7
Winterfell,0,0,1,0,1/19/2014,Sunday,1,5,1.15,4/10/2014,0,1,0,20,1,60,4.63,4.6
Winterfell,0,0,1,2,1/15/2014,Wednesday,4,5,1,1/16/2014,0,1,0,0,1,100,11.49,5
King's Landing,1,0,0,0,1/31/2014,Friday,6,5,1,6/27/2014,1,0,1,0,1,100,1.13,4
Winterfell,0,0,1,2,1/12/2014,Sunday,1,5,1,4/5/2014,0,0,1,0,0,0,5.75,5
Astapor,0,1,0,1,1/14/2014,Tuesday,3,5,1,1/18/2014,0,0,1,0,0,0,6.84,5
Astapor,0,1,0,1,1/17/2014,Friday,6,5,1,1/17/2014,0,1,0,0,1,100,20.7,5
Winterfell,0,0,1,1,1/19/2014,Sunday,1,NaN,1,1/19/2014,0,1,0,0,0,0,1.57,5
Winterfell,0,0,1,2,1/9/2014,Thursday,5,4.7,1.05,6/18/2014,1,0,1,8.1,1,75.7,6.98,4.3
King's Landing,1,0,0,0,1/28/2014,Tuesday,3,NaN,1,6/7/2014,1,1,0,0,0,0,2.61,5
Astapor,0,1,0,0,1/15/2014,Wednesday,4,5,1.19,3/25/2014,0,1,0,25,0,25,2.73,4.8
Astapor,0,1,0,0,1/1/2014,Wednesday,4,NaN,1,6/13/2014,1,1,0,0,0,75,7.05,5
King's Landing,1,0,0,0,1/9/2014,Thursday,5,5,1,5/1/2014,0,1,0,0,0,100,0.71,5
Astapor,0,1,0,4,1/17/2014,Friday,6,4.6,1.13,4/25/2014,0,0,1,15.4,1,76.9,6.09,4.8
Winterfell,0,0,1,5,1/16/2014,Thursday,5,4.4,1,2/13/2014,0,0,1,0,0,100,0.46,4.2
Astapor,0,1,0,4,1/25/2014,Saturday,7,3.5,1.38,5/9/2014,0,1,0,30,1,60,2.34,5
Astapor,0,1,0,1,1/12/2014,Sunday,1,4.9,1.19,6/29/2014,1,1,0,16.7,1,33.3,6.06,4.8
Winterfell,0,0,1,0,1/1/2014,Wednesday,4,NaN,1,4/4/2014,0,1,0,0,1,100,9.07,5
King's Landing,1,0,0,3,1/14/2014,Tuesday,3,4.5,1,6/23/2014,1,1,0,0,0,100,5.58,5
Astapor,0,1,0,1,1/30/2014,Thursday,5,5,1,1/30/2014,0,1,0,0,0,100,10.56,5
Winterfell,0,0,1,0,1/18/2014,Saturday,7,NaN,1,4/21/2014,0,1,0,0,0,100,2.27,5
Astapor,0,1,0,2,1/19/2014,Sunday,1,5,1,1/20/2014,0,0,1,0,0,50,15.27,5
Astapor,0,1,0,5,1/10/2014,Friday,6,5,1.61,5/2/2014,0,1,0,36.4,1,72.7,2.64,5
Winterfell,0,0,1,0,1/30/2014,Thursday,5,NaN,1,4/24/2014,0,1,0,0,1,100,18.39,5
Winterfell,0,0,1,1,1/17/2014,Friday,6,3,1,1/18/2014,0,1,0,0,1,0,0.56,5
Astapor,0,1,0,17,1/25/2014,Saturday,7,2.5,1.13,6/6/2014,1,1,0,20,1,72.7,1.72,4.6
Astapor,0,1,0,0,1/10/2014,Friday,6,NaN,1.25,3/22/2014,0,1,0,100,0,100,13.14,5
Winterfell,0,0,1,3,1/24/2014,Friday,6,4.4,1.13,6/28/2014,1,1,0,6.3,0,68.8,3.85,4.9
Winterfell,0,0,1,1,1/19/2014,Sunday,1,5,1,1/19/2014,0,1,0,0,1,0,1.44,5
Winterfell,0,0,1,1,1/18/2014,Saturday,7,5,1,6/22/2014,1,1,0,0,1,0,3.94,5
King's Landing,1,0,0,1,1/18/2014,Saturday,7,4.5,1,3/30/2014,0,1,0,0,0,50,7.47,5
Winterfell,0,0,1,1,1/14/2014,Tuesday,3,5,1,1/15/2014,0,0,0,0,1,100,12.21,5
Astapor,0,1,0,2,1/4/2014,Saturday,7,4.9,1.07,6/26/2014,1,1,0,11.1,1,77.8,5.18,4.6
Astapor,0,1,0,5,1/28/2014,Tuesday,3,4.3,1.1,5/30/2014,0,0,1,9.7,0,54.8,3.63,4.6
Astapor,0,1,0,0,1/12/2014,Sunday,1,5,1,4/20/2014,0,1,0,0,0,0,2.74,5
Winterfell,0,0,1,0,1/24/2014,Friday,6,5,1,4/27/2014,0,0,1,0,0,0,2.97,5
Winterfell,0,0,1,1,1/30/2014,Thursday,5,NaN,1,3/22/2014,0,0,1,0,0,100,6.41,4.5
Astapor,0,1,0,0,1/31/2014,Friday,6,NaN,1,3/20/2014,0,1,0,0,0,100,2.38,5
Winterfell,0,0,1,0,1/6/2014,Monday,2,NaN,2.25,6/29/2014,1,1,0,100,0,0,3.73,5
Astapor,0,1,0,0,1/13/2014,Monday,2,NaN,1,3/2/2014,0,1,0,0,0,0,9.06,5
Winterfell,0,0,1,1,1/7/2014,Tuesday,3,5,1,3/25/2014,0,1,0,0,0,100,4.15,3.5
Winterfell,0,0,1,1,1/1/2014,Wednesday,4,5,1,1/2/2014,0,0,1,0,0,100,2.4,5
Astapor,0,1,0,0,1/9/2014,Thursday,5,4.4,1,6/29/2014,1,0,1,0,0,88.9,6.43,5
Winterfell,0,0,1,2,1/25/2014,Saturday,7,4.1,1,6/24/2014,1,1,0,0,0,54.5,3.9,4.6
Winterfell,0,0,1,4,1/26/2014,Sunday,1,3.4,1,6/24/2014,1,1,0,0,0,54.5,2.08,4.4
King's Landing,1,0,0,0,1/6/2014,Monday,2,4,1,6/11/2014,1,1,0,0,1,87.5,3.65,5
Winterfell,0,0,1,2,1/7/2014,Tuesday,3,NaN,1,6/16/2014,1,1,0,0,0,0,18.49,5
Astapor,0,1,0,1,1/17/2014,Friday,6,5,1,1/24/2014,0,1,0,0,1,100,24.66,5
Winterfell,0,0,1,0,1/11/2014,Saturday,7,3.5,1,5/23/2014,0,0,1,0,0,100,2.62,5
King's Landing,1,0,0,1,1/18/2014,Saturday,7,NaN,1,1/19/2014,0,1,0,0,1,0,5.45,5
Astapor,0,1,0,0,1/29/2014,Wednesday,4,5,1,3/4/2014,0,0,1,0,0,100,2.73,5
Winterfell,0,0,1,33,1/31/2014,Friday,6,4.5,1.04,6/24/2014,1,1,0,5,1,74.3,2.61,4.6
Winterfell,0,0,1,0,1/27/2014,Monday,2,NaN,1.42,6/27/2014,1,0,1,33.3,0,100,2.72,5
Winterfell,0,0,1,1,1/10/2014,Friday,6,5,1,1/11/2014,0,1,0,0,1,100,2.1,5
Winterfell,0,0,1,0,1/6/2014,Monday,2,4.6,1,6/12/2014,1,1,0,0,1,100,9.56,5
Winterfell,0,0,1,1,1/27/2014,Monday,2,NaN,1,1/29/2014,0,1,0,0,0,100,2.31,5
Astapor,0,1,0,1,1/18/2014,Saturday,7,5,1,6/28/2014,1,1,0,0,1,75,2.66,5
Winterfell,0,0,1,6,1/30/2014,Thursday,5,4.1,1,6/21/2014,1,1,0,0,1,76,3.86,4.6
Winterfell,0,0,1,1,1/8/2014,Wednesday,4,5,1,1/9/2014,0,1,0,0,0,100,4.71,5
Astapor,0,1,0,2,1/12/2014,Sunday,1,4.5,1,1/16/2014,0,1,0,0,0,100,5.87,5
Astapor,0,1,0,0,1/22/2014,Wednesday,4,5,1,3/31/2014,0,0,1,0,1,50,8.68,4.5
Astapor,0,1,0,1,1/5/2014,Sunday,1,3.7,1,6/6/2014,1,1,0,0,1,100,3.12,5
King's Landing,1,0,0,1,1/22/2014,Wednesday,4,4.9,1,6/16/2014,1,1,0,0,1,50,8.48,4.8
Winterfell,0,0,1,1,1/4/2014,Saturday,7,4.2,1.02,5/24/2014,0,0,1,8.3,0,58.3,4.16,5
Astapor,0,1,0,2,1/6/2014,Monday,2,5,1.5,2/1/2014,0,1,0,50,0,100,2.83,5
Astapor,0,1,0,5,1/27/2014,Monday,2,5,1,2/7/2014,0,0,1,0,0,100,2.1,5
Winterfell,0,0,1,12,1/28/2014,Tuesday,3,4.7,1.09,6/25/2014,1,1,0,4.3,1,93.6,6.51,4.8
Astapor,0,1,0,0,1/31/2014,Friday,6,4,1,5/24/2014,0,1,0,0,0,100,4.59,5
King's Landing,1,0,0,0,1/17/2014,Friday,6,5,1,6/28/2014,1,1,0,0,0,100,1.25,4
Astapor,0,1,0,7,1/23/2014,Thursday,5,5,1,1/26/2014,0,1,0,0,1,42.9,1.38,5
Astapor,0,1,0,1,1/16/2014,Thursday,5,5,1,1/17/2014,0,1,0,0,0,100,2.64,5
King's Landing,1,0,0,2,1/13/2014,Monday,2,5,1.13,6/21/2014,1,1,0,16.7,0,66.7,1.95,5
Winterfell,0,0,1,0,1/17/2014,Friday,6,NaN,4.25,6/29/2014,1,0,1,100,0,0,3.22,5
Winterfell,0,0,1,0,1/10/2014,Friday,6,NaN,1,5/31/2014,0,0,1,0,0,85.7,2.33,5
Astapor,0,1,0,3,1/19/2014,Sunday,1,4.3,1.02,5/11/2014,0,1,0,10,1,20,2.3,4.8
Winterfell,0,0,1,1,1/14/2014,Tuesday,3,NaN,1,1/14/2014,0,1,0,0,0,100,4.52,5
King's Landing,1,0,0,0,1/26/2014,Sunday,1,5,1,3/29/2014,0,1,0,0,1,100,4.03,5
Winterfell,0,0,1,0,1/9/2014,Thursday,5,4,1,6/18/2014,1,1,0,0,0,100,2.85,5
Astapor,0,1,0,2,1/17/2014,Friday,6,5,1,1/19/2014,0,0,1,0,1,50,3.86,5
King's Landing,1,0,0,1,1/25/2014,Saturday,7,NaN,1,5/28/2014,0,1,0,0,1,33.3,3.56,4.3
Winterfell,0,0,1,0,1/7/2014,Tuesday,3,4.5,1,5/20/2014,0,1,0,0,1,100,2.08,5
Winterfell,0,0,1,2,1/14/2014,Tuesday,3,4.3,1,6/27/2014,1,0,1,0,1,46.7,2.28,4.6
Winterfell,0,0,1,2,1/17/2014,Friday,6,4,1,1/18/2014,0,0,1,0,0,50,2.87,5
Winterfell,0,0,1,0,1/6/2014,Monday,2,5,1.04,6/25/2014,1,1,0,7.7,1,38.5,6.02,4.6
Astapor,0,1,0,0,1/24/2014,Friday,6,4.4,1.03,5/21/2014,0,0,1,12.5,0,62.5,3.23,5
Astapor,0,1,0,0,1/10/2014,Friday,6,4.7,1.2,6/29/2014,1,1,0,12.5,0,68.8,3.72,4.6
Astapor,0,1,0,4,1/20/2014,Monday,2,4.8,1.04,6/27/2014,1,1,0,3.4,0,82.8,5.27,4.7
Astapor,0,1,0,1,1/24/2014,Friday,6,5,1,1/24/2014,0,1,0,0,0,100,7.5,5
Winterfell,0,0,1,0,1/19/2014,Sunday,1,4,1,6/5/2014,1,1,0,0,0,100,22.87,5
Winterfell,0,0,1,1,1/31/2014,Friday,6,5,1,1/31/2014,0,0,1,0,0,100,3.64,5
Astapor,0,1,0,0,1/10/2014,Friday,6,5,1,5/8/2014,0,1,0,0,0,100,3.07,5
